Fund,Account #,Ticker,Description,Broker,Transaction Type,Trade Date,Settle Date,Quantity,Commission,Price,Gross $,Commission $,Fees,Net $,Instrument Type,Call/Put,Contract Size,Exp Date,Strike Price,Currency,Transaction Id,TrdSign,SEC Fee,ORF Fee,OCC Fee,Portfolio,,Custodian
topTrendli,065465783Trendli.USD,IDXX,"IDEXX Laboratories, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,568.4500,568.45,(0.01),(0.02),568.42,Common Stock,,,,,USD,edb979f9c20a5e64ba822aa6b6161721_24d570c6fac752d3882c3c281bb5641b,(1),(0.02),0.00,0.00,TopWater,,gsco
wsfTMT,9823_CROS_TMT.USD,CVNA,Carvana Co. Class A,CROS,Short Sell,07/10/2026,07/10/2026,(15),0.0000,65.8300,987.45,(0.00),0.00,987.45,Common Stock,,,,,USD,71073b6d748a9a7f08a0cddffbc99bba_40ff9c573841620bd200dd5a622cf9ff,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CNP,"CenterPoint Energy, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,43.4750,(130.43),(0.03),0.00,(130.46),Common Stock,,,,,USD,96bc12c895abd9ea1a6612ccccd00178_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,CNP,"CenterPoint Energy, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,23,0.0100,43.4750,(999.93),(0.23),0.00,(1000.16),Common Stock,,,,,USD,96bc12c895abd9ea1a6612ccccd00178_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,ISRG,"Intuitive Surgical, Inc.",CFR,Buy to Cover,07/10/2026,07/13/2026,15,0.0065,404.0600,(6060.90),(0.10),0.00,(6061.00),Common Stock,,,,,USD,0f4ec1dfcd4886d16e716f592bb9beca_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ABNB,"Airbnb, Inc. Class A",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,148.6200,297.24,(0.02),(0.01),297.21,Common Stock,,,,,USD,6c16abe9ab24a149252a8145fa8c332c_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfSRC-L/S-US-1,065448128SRC-L/S-US-1.USD,REYN,Reynolds Consumer Products Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,303,0.0100,26.3793,(7992.93),(3.03),0.00,(7995.96),Common Stock,,,,,USD,4edbb106f62b79cbc92a2edbb26b2609_e93e8bf35476b31a0c53c83403e1dfe8,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,MAMA,"Mama's Creations, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(524),0.0400,19.0153,9964.02,(20.96),(0.21),9942.85,Common Stock,,,,,USD,daa1c844669d39b5a9df5c63294e1c32_4fc362f270110ecc7ae7463f13eed099,(1),(0.21),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AVO,"Mission Produce, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,35,0.0100,13.5050,(472.68),(0.35),0.00,(473.03),Common Stock,,,,,USD,54a75bd0bbcca6aec3f462cbe4958424_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,SPGI,"S&P Global, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,428.2800,856.56,(0.02),(0.02),856.52,Common Stock,,,,,USD,a174257816e3f9318b39c464cb2c9b60_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,AA,Alcoa Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,48.6550,(48.66),(0.01),0.00,(48.66),Common Stock,,,,,USD,4aab368247936886e00bd81a6b1323e1_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,9823_CROS_CompoundersV2AIGr.USD,SOUN,"SoundHound AI, Inc Class A",CROS,Buy to Cover,07/10/2026,07/10/2026,980,0.0000,6.6400,(6507.20),(0.00),0.00,(6507.20),Common Stock,,,,,USD,bbdb4c4476f4845434d1e9f810cd93aa_c0b76638d970af94b23906f374bbfcd6,1,0.00,0.00,0.00,Default,,cros
wsfFCMAlpha,065448128FCMAlpha.USD,XLY,State Street Consumer Discretionary Select Sector SPDR ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,8,0.0600,117.4387,(939.51),(0.48),0.00,(939.99),Common Stock,,,,,USD,2e531bbed6184c98256826c5ce2cdbd7_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,BROS,"Dutch Bros, Inc. Class A",PREX,Sell to Close,07/10/2026,07/13/2026,(143),0.0500,67.5991,9666.67,(7.15),(0.20),9659.32,Common Stock,,,,,USD,08ed305a408427108edb9fbb3dfb1146_4fc362f270110ecc7ae7463f13eed099,(1),(0.20),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ZD,"Ziff Davis, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,9,0.0100,52.0750,(468.68),(0.09),0.00,(468.76),Common Stock,,,,,USD,701d607e4156c37bf5d3da6b4ff35bb1_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MDT,Medtronic Plc,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,83.0200,83.02,(0.01),(0.01),83.00,Common Stock,,,,,USD,5b25184ada63f15913db10709420817f_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,WBD,"Warner Bros. Discovery, Inc. Series A",GSPT,Sell to Close,07/10/2026,07/13/2026,(38),0.0100,26.5850,1010.23,(0.38),(0.03),1009.82,Common Stock,,,,,USD,79bdc9c427296b047cebcddb32708315_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
wsfTMT,065448128TMT.USD,NBIS,Nebius Group N.V. Class A,GSPT,Short Sell,07/10/2026,07/13/2026,(889),0.0100,221.8594,197233.01,(8.89),(4.07),197220.05,Common Stock,,,,,USD,0a95361782feb937deffbcba8dd845a2_aaeb43ff07d7bcb3d902bc50e28d72fd,(1),(4.07),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ES,Eversource Energy,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,74.2800,74.28,(0.01),(0.01),74.26,Common Stock,,,,,USD,159d01b1847f01a955ff02756004fb51_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,9823_CROS_CompoundersLO.USD,NVDA,NVIDIA Corporation,CROS,Sell to Close,07/10/2026,07/10/2026,(5),0.0000,210.9600,1054.80,(0.00),0.00,1054.80,Common Stock,,,,,USD,17c65b5e65562fc019c23eaad453cc73_b1485f54808f911e5efffe5d76db4c33,(1),0.00,0.00,0.00,Default,,cros
wsfFCMAlpha,065448128FCMAlpha.USD,SOXL,Direxion Daily Semiconductor Bull 3X ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,28,0.0600,192.2980,(5384.34),(1.68),0.00,(5386.02),Common Stock,,,,,USD,66d2998a29b05df37ea76331337a3c8f_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,CRGY,Crescent Energy Company Class A,PREX,Sell to Close,07/10/2026,07/13/2026,(2064),0.0300,9.4231,19449.28,(61.92),(0.41),19386.95,Common Stock,,,,,USD,4ded41d482b55f113d304df05332026e_4fc362f270110ecc7ae7463f13eed099,(1),(0.41),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,XYL,Xylem Inc.,GSPT,Buy to Open,07/10/2026,07/13/2026,71,0.0100,121.1300,(8600.23),(0.71),0.00,(8600.94),Common Stock,,,,,USD,10b298ac2c32e1faa905006afc1fc6bb_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CLFD,"Clearfield, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,20,0.0100,34.0230,(680.46),(0.20),0.00,(680.66),Common Stock,,,,,USD,eb7e49dd62a8bf54a6a818efaaf2a54d_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,SPY,State Street SPDR S&P 500 ETF,PREX,Short Sell,07/10/2026,07/13/2026,(13),0.0600,754.6385,9810.30,(0.78),(0.21),9809.31,Common Stock,,,,,USD,d14ca17795d9bc4839f2c59037f6f655_4fc362f270110ecc7ae7463f13eed099,(1),(0.21),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,TDS,"Telephone and Data Systems, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,4,0.0100,33.9350,(135.74),(0.04),0.00,(135.78),Common Stock,,,,,USD,02d340700e5bf23c4a189dfcba8c0219_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,QXO,"QXO, Inc.",CROS,Buy to Open,07/10/2026,07/10/2026,3,0.0000,14.9900,(44.97),(0.00),0.00,(44.97),Common Stock,,,,,USD,313d6a2ae61746a81130caba52cd8933_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,BNY,Bank of New York Mellon Corp,CFR,Buy to Open,07/10/2026,07/13/2026,8,0.0065,151.7400,(1213.92),(0.05),0.00,(1213.97),Common Stock,,,,,USD,724f761140f7207dc25a013cce39e700_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
wsfTMT,065448128TMT.USD,ARM,ARM Holdings PLC Sponsored ADR,GSPT,Buy to Cover,07/10/2026,07/13/2026,594,0.0100,327.3319,(194435.15),(5.94),0.00,(194441.09),Common Stock,,,,,USD,36bd0f9f1b1883567c87806a5b66babc_aaeb43ff07d7bcb3d902bc50e28d72fd,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,MSFT,Microsoft Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(40),0.0100,384.6850,15387.40,(0.40),(0.32),15386.68,Common Stock,,,,,USD,ceb363160a397cfe2fdbcacc1eccb8c3_3180773ea06483ef201569b94df6ab6a,(1),(0.32),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AEVA,"Aeva Technologies, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,23,0.0100,21.4350,(493.00),(0.23),0.00,(493.24),Common Stock,,,,,USD,1a7fab0caa7185f3f0642788175f643a_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CB,Chubb Limited,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,343.9050,(343.90),(0.01),0.00,(343.91),Common Stock,,,,,USD,288dba215f22fa35f8ccf708bb7b6998_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,VZ,Verizon Communications Inc.,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,42.1250,(42.13),(0.01),0.00,(42.13),Common Stock,,,,,USD,cbaf1e1004d53b635846f934f7f48b41_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MPB,"Mid Penn Bancorp, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,1,0.0100,34.4750,(34.48),(0.01),0.00,(34.48),Common Stock,,,,,USD,748545c39f9c80198b988b47e9c56e8b_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NRG,"NRG Energy, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,141.3950,282.79,(0.02),(0.01),282.76,Common Stock,,,,,USD,d2f0c6eaf38f40eab1e21fa698a01b1a_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,XLU,State Street Utilities Select Sector SPDR ETF,PREX,Short Sell,07/10/2026,07/13/2026,(361),0.0500,45.3351,16365.97,(18.05),(0.34),16347.58,Common Stock,,,,,USD,9dfd90c019c47e9b4a1f611a8b4dbb3b_4fc362f270110ecc7ae7463f13eed099,(1),(0.34),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,QCOM,QUALCOMM Incorporated,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,188.6700,188.67,(0.01),(0.01),188.65,Common Stock,,,,,USD,8b1ded4b365ab4981c61b720485b4d09_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,PG,Procter & Gamble Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(6),0.0100,147.0442,882.27,(0.06),(0.02),882.19,Common Stock,,,,,USD,31fec9b97ff90feb661d5eb94d22ebd9_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfSRC-L/S-US-1,9823_CROS_SRC-L/S-US-1.USD,NVDA,NVIDIA Corporation,CROS,Buy to Cover,07/10/2026,07/10/2026,70,0.0000,210.9600,(14767.20),(0.00),0.00,(14767.20),Common Stock,,,,,USD,0c423e7015830bc6e76512149293c5a1_da60173825a2ac93aaadd669302ff664,1,0.00,0.00,0.00,Default,,cros
topTrendli,065465783Trendli.USD,PYPL,"PayPal Holdings, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,939,0.0100,46.0931,(43281.42),(9.39),0.00,(43290.81),Common Stock,,,,,USD,f1e366edcec3e1bc0a45c93e06b83832_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,XLK,State Street Technology Select Sector SPDR ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,113,0.0600,185.8079,(20996.29),(6.78),0.00,(21003.07),Common Stock,,,,,USD,2c6eb955656109290830010178cba161_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,BLMN,"Bloomin' Brands, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(72),0.0300,8.3869,603.86,(2.16),(0.02),601.68,Common Stock,,,,,USD,0965afdfc7884e092e818bf554c61b86_4fc362f270110ecc7ae7463f13eed099,(1),(0.02),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,HELE,Helen of Troy Limited,GSPT,Buy to Cover,07/10/2026,07/13/2026,340,0.0100,27.2679,(9271.09),(3.40),0.00,(9274.49),Common Stock,,,,,USD,686e8a49235f810d035e65074f0c3e98_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,UNH,UnitedHealth Group Incorporated,GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,425.2250,(850.45),(0.02),0.00,(850.47),Common Stock,,,,,USD,a80bb26c7a8de5e6a965b53d53cc21b6_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,GD,General Dynamics Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,372.9700,(745.94),(0.02),0.00,(745.96),Common Stock,,,,,USD,9553068ed26bd59e7703c208be60e414_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,PM,Philip Morris International Inc.,GSPT,Sell to Close,07/10/2026,07/13/2026,(230),0.0100,179.2745,41233.13,(2.30),(0.85),41229.98,Common Stock,,,,,USD,2e4d5f0b84fbdc1a82efee4bed34b242_24d570c6fac752d3882c3c281bb5641b,(1),(0.85),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ADI,"Analog Devices, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,396.7450,(793.49),(0.02),0.00,(793.51),Common Stock,,,,,USD,e50f977d6a9d215f6ac83eccaae4aac5_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,GTLB,"Gitlab, Inc. Class A",PREX,Sell to Close,07/10/2026,07/13/2026,(425),0.0500,32.5240,13822.70,(21.25),(0.29),13801.16,Common Stock,,,,,USD,9b36754ab7222864f6c80a92627af531_4fc362f270110ecc7ae7463f13eed099,(1),(0.29),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ONON,On Holding AG Class A,GSPT,Buy to Open,07/10/2026,07/13/2026,26,0.0100,38.4700,(1000.22),(0.26),0.00,(1000.48),Common Stock,,,,,USD,3c93b0d32715b1e950d5bff2486c8766_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,9823_CROS_FCMAlpha.USD,SOUN,"SoundHound AI, Inc Class A",CROS,Sell to Close,07/10/2026,07/10/2026,(2803),0.0000,6.6400,18611.92,(0.00),0.00,18611.92,Common Stock,,,,,USD,708b27a290f1e980c2752e8f9d8319c4_78f0ff57c903e9d23322e75246575711,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,IMXI,"International Money Express, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,11,0.0100,14.5400,(159.94),(0.11),0.00,(160.05),Common Stock,,,,,USD,8a95fa8bbcb9574589c5e75fb2c3000c_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,WTFC,Wintrust Financial Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,161.4000,322.80,(0.02),(0.01),322.77,Common Stock,,,,,USD,b4ad748540b6f1aab0a764b9195e5c52_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,KLAC,KLA Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,230.8250,461.65,(0.02),(0.01),461.62,Common Stock,,,,,USD,36cca6b02ea66faaedfae02c7172a007_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,FISV,"Fiserv, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(362),0.0500,50.3186,18215.33,(18.10),(0.38),18196.85,Common Stock,,,,,USD,604951933669713cd9ba56c1715e6320_4fc362f270110ecc7ae7463f13eed099,(1),(0.38),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,PYPL,"PayPal Holdings, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(22),0.0100,46.0827,1013.82,(0.22),(0.03),1013.57,Common Stock,,,,,USD,507873ede8adb4be45a9222eaef88825_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
wsfBlueLion1,065448128BlueLion1.USD,NFBK,"Northfield Bancorp, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(3571),0.0100,14.4856,51728.08,(35.71),(1.07),51691.30,Common Stock,,,,,USD,34c988c5b83d2742d8ce4f38ef43b68e_f3c21b83241bc3bbd0cefed8717cc5dc,(1),(1.07),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BATRK,Atlanta Braves Holdings Inc Class C,GSPT,Buy to Cover,07/10/2026,07/13/2026,5,0.0100,51.3450,(256.73),(0.05),0.00,(256.78),Common Stock,,,,,USD,24060f5badf06ac56a6ddc0fa88b2cf2_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,EBAY,eBay Inc.,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,116.9650,116.97,(0.01),(0.01),116.94,Common Stock,,,,,USD,c63c1ba9496f673f2ed7583ff10b31bb_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,IDR,Idaho Strategic Resources Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,27,0.0100,30.8748,(833.62),(0.27),0.00,(833.89),Common Stock,,,,,USD,aab27162d0f5138731e266cff83cf03e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,IDR,Idaho Strategic Resources Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,179,0.0100,30.8748,(5526.59),(1.79),0.00,(5528.38),Common Stock,,,,,USD,aab27162d0f5138731e266cff83cf03e_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,IDR,Idaho Strategic Resources Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,71,0.0100,30.8748,(2192.11),(0.71),0.00,(2192.82),Common Stock,,,,,USD,aab27162d0f5138731e266cff83cf03e_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,LAMR,Lamar Advertising Company Class A,PREX,Buy to Cover,07/10/2026,07/13/2026,128,0.0600,156.3605,(20014.14),(7.68),0.00,(20021.82),Common Stock,,,,,USD,c2557c7841ec099c0e12e5462f083c0a_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,PRI,"Primerica, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,305.3150,(915.94),(0.03),0.00,(915.97),Common Stock,,,,,USD,5634d826b417814f2731e6b5a872b82d_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,KNSL,"Kinsale Capital Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,339.4300,(339.43),(0.01),0.00,(339.44),Common Stock,,,,,USD,c4cf751c6dc33f7afbf6637d505a56ca_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,KNSL,"Kinsale Capital Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,339.4300,(1018.29),(0.03),0.00,(1018.32),Common Stock,,,,,USD,c4cf751c6dc33f7afbf6637d505a56ca_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,KE,"Kimball Electronics, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,351,0.0100,25.5693,(8974.82),(3.51),0.00,(8978.33),Common Stock,,,,,USD,352b0ffcc3b2e84262158c6d3a5156cd_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,KE,"Kimball Electronics, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,1345,0.0100,25.5693,(34390.71),(13.45),0.00,(34404.16),Common Stock,,,,,USD,352b0ffcc3b2e84262158c6d3a5156cd_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,KE,"Kimball Electronics, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,541,0.0100,25.5693,(13832.99),(5.41),0.00,(13838.40),Common Stock,,,,,USD,352b0ffcc3b2e84262158c6d3a5156cd_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NDAQ,"Nasdaq, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,87.6500,262.95,(0.03),(0.01),262.91,Common Stock,,,,,USD,67d3c838ea27b19794ca972dff8a41dc_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,QCOM,QUALCOMM Incorporated,GSPT,Buy to Open,07/10/2026,07/13/2026,260,0.0100,188.8380,(49097.88),(2.60),0.00,(49100.48),Common Stock,,,,,USD,ede725bf3f00dc68b4643d85e8861437_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfTMT,065448128TMT.USD,CVNA,Carvana Co. Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,15,0.0100,66.7300,(1000.95),(0.15),0.00,(1001.10),Common Stock,,,,,USD,36a1c163f4ccc5d8dde6f394361b8400_aaeb43ff07d7bcb3d902bc50e28d72fd,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DKNG,"DraftKings, Inc. Class A",GSPT,Sell to Close,07/10/2026,07/13/2026,(8),0.0100,26.3750,211.00,(0.08),(0.01),210.91,Common Stock,,,,,USD,7f250e604fbe25771d3226744547d613_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,LOW,"Lowe's Companies, Inc.",CFR,Buy to Cover,07/10/2026,07/13/2026,65,0.0065,212.6600,(13822.90),(0.42),0.00,(13823.32),Common Stock,,,,,USD,55316ae3a36ebb79df9c0e56b7ec16f8_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
wsfCompoundersLO,065448128CompoundersLO.USD,G,Genpact Limited,GSPT,Sell to Close,07/10/2026,07/13/2026,(33),0.0100,29.1845,963.09,(0.33),(0.02),962.74,Common Stock,,,,,USD,e2755bdf4729ed3abcaedad4ab63240b_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,FLEX,Flex Ltd,CROS,Sell to Close,07/10/2026,07/10/2026,(7),0.0000,135.8000,950.60,(0.00),0.00,950.60,Common Stock,,,,,USD,f2e6ceb3caed024e424b99089ffd1a25_9544849d94cd73391daf1822dea1cf69,(1),0.00,0.00,0.00,Default,,gsco
